Name,Símbolo,Mercado,Último (Preço),%,Data/Hora,Link
Regions Financial,1RFU,BGEM,"EUR 21,00",-,20 Nov 2025,https://live.euronext.com/pt/product/equities/US7591EP1005-BGEM
REIBEL,REI,MLXB,"EUR 0,01","-91,67%",20 Jun 2024,https://live.euronext.com/pt/product/equities/BE0003829463-MLXB
REINET INVESTMENTS,REINA,XAMS,"EUR 29,40","0,68%",17:35 CET,https://live.euronext.com/pt/product/equities/LU0383812293-XAMS
RELX,REN,XAMS,"EUR 35,72","-0,94%",17:35 CET,https://live.euronext.com/pt/product/equities/GB00B2B0DG97-XAMS
REMY COINTREAU,RCO,XPAR,"EUR 40,70","-1,60%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000130395-XPAR
REMY COINTREAU,2RCO,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000130395-MTAH
REN,RENE,XLIS,"EUR 3,31","-0,15%",16:35 WET,https://live.euronext.com/pt/product/equities/PTREL0AM0008-XLIS
REN,2RENE,MTAH,"EUR 3,06","2,69%",05 Jun 2025,https://live.euronext.com/pt/product/equities/PTREL0AM0008-MTAH
RENAULT,4RNO,ETLX,"EUR 36,70","-2,21%",16 Dec 2025,https://live.euronext.com/pt/product/equities/FR0000131906-ETLX
RENAULT,1RNO,BGEM,"EUR 31,97","-2,95%",17:26 CET,https://live.euronext.com/pt/product/equities/FR0000131906-BGEM
RENAULT,RNO,XPAR,"EUR 31,83","-2,96%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000131906-XPAR
RENAULT,2RNO,MTAH,"EUR 33,72","-1,09%",08 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000131906-MTAH
RENOVALO,RNV,EXGM,"EUR 1,435","3,24%",11:55 CET,https://live.euronext.com/pt/product/equities/IT0005500571-EXGM
REPLIGEN CORP,1RGEN,BGEM,"EUR 128,65","-2,02%",31 Oct 2025,https://live.euronext.com/pt/product/equities/US7599161095-BGEM
REPLY,REY,MTAA,"EUR 112,40","-0,18%",17:36 CET,https://live.euronext.com/pt/product/equities/IT0005282865-MTAA
REPSOL,2REP,MTAH,"EUR 16,23","2,95%",15 Jan 2026,https://live.euronext.com/pt/product/equities/ES0173516115-MTAH
REPSOL,1REP,BGEM,"EUR 15,89","0,79%",16:29 CET,https://live.euronext.com/pt/product/equities/ES0173516115-BGEM
REPSOL,4REP,ETLX,"EUR 16,945","3,23%",05 Jan 2026,https://live.euronext.com/pt/product/equities/ES0173516115-ETLX
Republic Services,1RSG,BGEM,"EUR 180,00","-0,80%",23 Dec 2025,https://live.euronext.com/pt/product/equities/US7607591002-BGEM
RES,RES,EXGM,"EUR 6,94","2,36%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005543613-EXGM
RES GESTAE SOCIMI,MLJDL,XMLI,"EUR 7,00",-,29 Jun 2021,https://live.euronext.com/pt/product/equities/ES0105550000-XMLI
ResMed Inc,1RMD,BGEM,"EUR 222,50","1,09%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US7611521078-BGEM
RETAIL ESTATES,RET,"XBRU, XAMS","EUR 63,70","0,47%",17:35 CET,https://live.euronext.com/pt/product/equities/BE0003720340-XBRU
RETI,RETI,EXGM,"EUR 1,51",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005418204-EXGM
REVO INSURANCE,REVO,MTAA,"EUR 23,55","0,86%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005513202-MTAA
REVOLUTION MEDICIN,1RVMD,BGEM,"EUR 104,00","4,52%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US76155X1000-BGEM
REWAY GROUP,RWY,EXGM,"EUR 10,30","0,49%",15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005528069-EXGM
REWORLD MEDIA,ALREW,ALXP,"EUR 1,526","0,39%",17:17 CET,https://live.euronext.com/pt/product/equities/FR0010820274-ALXP
REXEL,2RXL,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0010451203-MTAH
REXEL,RXL,XPAR,"EUR 34,42","0,09%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0010451203-XPAR
RH,1RH,BGEM,"EUR 197,40","6,16%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US74967X1037-BGEM
RHEINMETALL,4RHM,ETLX,"EUR 1 950,00","2,09%",13:52 CET,https://live.euronext.com/pt/product/equities/DE0007030009-ETLX
RHEINMETALL,1RHM,BGEM,"EUR 1 906,00","-0,21%",17:29 CET,https://live.euronext.com/pt/product/equities/DE0007030009-BGEM
RHEINMETALL,2RHM,MTAH,"EUR 1 904,00","-0,31%",15 Jan 2026,https://live.euronext.com/pt/product/equities/DE0007030009-MTAH
RIBA MUNDO,RMT,EXGM,"EUR 2,84","-3,40%",17:29 CET,https://live.euronext.com/pt/product/equities/ES0105724001-EXGM
RIBER,ALRIB,ALXP,"EUR 3,96","3,94%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000075954-ALXP
RIGETTI COMPUTING,1RGTI,BGEM,"EUR 21,86","-0,55%",17:28 CET,https://live.euronext.com/pt/product/equities/US76655K1034-BGEM
RINO PETINO,RPTN,EXGM,"EUR 2,30",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005663429-EXGM
Riot Platforms,1RIOT,BGEM,"EUR 15,828","7,38%",17:26 CET,https://live.euronext.com/pt/product/equities/US7672921050-BGEM
RISANAMENTO,RN,MTAA,"EUR 0,02",-,17:35 CET,https://live.euronext.com/pt/product/equities/IT0001402269-MTAA
RIVER TECH,RIVER,MERK,"NOK 4,12","5,64%",15:46 CET,https://live.euronext.com/pt/product/equities/MT0001710103-MERK
RIVIAN AUTOMOTIVE,1RIVN,BGEM,"EUR 14,80","-0,27%",15:35 CET,https://live.euronext.com/pt/product/equities/US76954A1034-BGEM
ROBERTET,RBT,XPAR,"EUR 900,00","-0,33%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000039091-XPAR
ROBERTET CDV 87,CBR,XPAR,"EUR 91,26","-2,50%",12 Nov 2025,https://live.euronext.com/pt/product/equities/FR0000045619-XPAR
ROBERTET CI,CBE,XPAR,"EUR 793,80","4,45%",14 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000045601-XPAR
ROBINHOOD MARKETS,4HOOD,ETLX,"EUR 91,26","-8,46%",16:48 CET,https://live.euronext.com/pt/product/equities/US7707001027-ETLX
ROBINHOOD MARKETS,1HOOD,BGEM,"EUR 93,41","-6,34%",17:35 CET,https://live.euronext.com/pt/product/equities/US7707001027-BGEM
ROBINHOOD MARKETS,2HOOD,MTAH,"EUR 94,00","0,63%",18:27 CET,https://live.euronext.com/pt/product/equities/US7707001027-MTAH
ROCHE BOBOIS,RBO,XPAR,"EUR 29,60","-2,31%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0013344173-XPAR
Roche Holding,1ROG,BGEM,"EUR 368,00","-0,54%",14:22 CET,https://live.euronext.com/pt/product/equities/CH0012032048-BGEM
ROCHE I,1RO,BGEM,"EUR 384,00","2,13%",10:39 CET,https://live.euronext.com/pt/product/equities/CH0012032113-BGEM
ROCKET LAB CORP,1RKLB,BGEM,"EUR 83,04","9,78%",17:35 CET,https://live.euronext.com/pt/product/equities/US7731211089-BGEM
ROCKET SHARING C,RKT,EXGM,"EUR 0,276","-2,13%",16:24 CET,https://live.euronext.com/pt/product/equities/IT0005481830-EXGM
ROCKWELL AUTO,1ROK,BGEM,"EUR 368,10","2,88%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US7739031091-BGEM
ROCKWELL AUTO,4ROK,ETLX,"EUR 346,90","2,63%",05 Jan 2026,https://live.euronext.com/pt/product/equities/US7739031091-ETLX
ROCKWELL AUTO,2ROK,MTAH,"EUR 311,00","-4,95%",14 Nov 2025,https://live.euronext.com/pt/product/equities/US7739031091-MTAH
ROCTOOL,ALROC,ALXP,"EUR 0,48","-4,00%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0010523167-ALXP
ROGALAND SPAREBANK,ROGS,XOSL,"NOK 143,00",-,16:25 CET,https://live.euronext.com/pt/product/equities/NO0006001007-XOSL
ROKU,2ROKU,MTAH,"EUR 84,31","-2,14%",13 Nov 2025,https://live.euronext.com/pt/product/equities/US77543R1023-MTAH
ROKU,1ROKU,BGEM,"EUR 92,63","-3,92%",12 Jan 2026,https://live.euronext.com/pt/product/equities/US77543R1023-BGEM
ROKU,4ROKU,ETLX,"EUR 85,04","-1,16%",24 Sep 2025,https://live.euronext.com/pt/product/equities/US77543R1023-ETLX
Rollins Inc,1ROL,BGEM,"EUR 52,72","0,11%",09 Dec 2025,https://live.euronext.com/pt/product/equities/US7757111049-BGEM
ROMERIKE SPAREBK,ROMER,MERK,"NOK 143,48","1,06%",14:45 CET,https://live.euronext.com/pt/product/equities/NO0010808405-MERK
ROMREAL,ROM,XOAS,"NOK 2,50","-0,79%",10:04 CET,https://live.euronext.com/pt/product/equities/BMG763301022-XOAS
Roper Technologies,1ROP,BGEM,"EUR 354,60","-1,85%",15:34 CET,https://live.euronext.com/pt/product/equities/US7766961061-BGEM
ROSETTI MARINO,YRM,EXGM,"EUR 322,00","1,26%",13:57 CET,https://live.euronext.com/pt/product/equities/IT0001017851-EXGM
Ross Stores Inc,1ROST,BGEM,"EUR 155,24","-0,01%",18 Dec 2025,https://live.euronext.com/pt/product/equities/US7782961038-BGEM
ROTON,,VPXB,"EUR 0,43","-8,51%",02 Jul 2024,https://live.euronext.com/pt/product/equities/BE0003660710-VPXB
ROUGIER S.A.,ALRGR,ALXP,"EUR 14,50","0,69%",11:16 CET,https://live.euronext.com/pt/product/equities/FR0000037640-ALXP
ROULARTA,ROU,XBRU,"EUR 12,30","0,82%",15 Jan 2026,https://live.euronext.com/pt/product/equities/BE0003741551-XBRU
ROYAL GOLD INC,1RGLD,BGEM,"EUR 224,10","1,08%",17:36 CET,https://live.euronext.com/pt/product/equities/US7802871084-BGEM
RSR SINGULAR,MLRSR,ENXL,"EUR 12,98",-,03 Sep 2020,https://live.euronext.com/pt/product/equities/ES0105505004-ENXL
RT&L,RTL,EXGM,"EUR 4,68","0,02%",16:55 CET,https://live.euronext.com/pt/product/equities/IT0005680373-EXGM
RTL Group SA,1RRTL,BGEM,"EUR 35,00","0,72%",07 Jan 2026,https://live.euronext.com/pt/product/equities/LU0061462528-BGEM
RTX Corp,1RTX,BGEM,"EUR 173,22","1,30%",12:02 CET,https://live.euronext.com/pt/product/equities/US75513E1010-BGEM
RUBIS,2RUI,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0013269123-MTAH
RUBIS,RUI,XPAR,"EUR 33,10","-0,78%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0013269123-XPAR
RUBRIK INC-A,1RBRK,BGEM,"EUR 60,00","-6,83%",09 Jan 2026,https://live.euronext.com/pt/product/equities/US7811541090-BGEM
RWE,1RWE,BGEM,"EUR 51,60","1,66%",17:29 CET,https://live.euronext.com/pt/product/equities/DE0007037129-BGEM
RWE,2RWE,MTAH,"EUR 49,53","2,89%",07 Jan 2026,https://live.euronext.com/pt/product/equities/DE0007037129-MTAH
RWE,4RWE,ETLX,"EUR 49,53","3,08%",14 Jan 2026,https://live.euronext.com/pt/product/equities/DE0007037129-ETLX
RYANAIR HOLD. PLC,RYA,XMSM,"EUR 28,80","-0,55%",16:30 GMT,https://live.euronext.com/pt/product/equities/IE00BYTBXV33-XMSM
S&P Global Inc,1SPGI,BGEM,"EUR 471,35","-0,48%",17:35 CET,https://live.euronext.com/pt/product/equities/US78409V1044-BGEM
S.CLUBE BRAGA,SCB,ENXL,"EUR 15,30",-,12 Jan 2026,https://live.euronext.com/pt/product/equities/PTSCB0AM0001-ENXL
S.D. STANDARD ETC,SDSD,XOSL,"NOK 1,875","0,27%",16:25 CET,https://live.euronext.com/pt/product/equities/CY0101550917-XOSL
S.E.B.,2SK,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000121709-MTAH
S.E.B.,SK,XPAR,"EUR 48,72","-1,77%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000121709-XPAR
S.S. LAZIO,SSL,MTAA,"EUR 1,195",-,17:35 CET,https://live.euronext.com/pt/product/equities/IT0003621783-MTAA
Saab AB,1SAAB,BGEM,"EUR 66,00","1,59%",17:27 CET,https://live.euronext.com/pt/product/equities/SE0021921269-BGEM
SABAF,SAB,MTAA,"EUR 13,45",-,17:35 CET,https://live.euronext.com/pt/product/equities/IT0001042610-MTAA
SABLE OFFSHORE COR,1SOC,BGEM,"EUR 9,50","2,15%",17:21 CET,https://live.euronext.com/pt/product/equities/US78574H1041-BGEM
SACCHERIA F. FRANC,SAC,EXGM,"EUR 1,32","1,54%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005521551-EXGM
Sacyr SA,1SCYR,BGEM,"EUR 3,816","-3,73%",15 Jan 2026,https://live.euronext.com/pt/product/equities/ES0182870214-BGEM
SAFE,ALSAF,ALXP,"EUR 0,95","-11,21%",17:13 CET,https://live.euronext.com/pt/product/equities/FR001400ZU25-ALXP
SAFILO GROUP,SFL,MTAA,"EUR 2,045","-1,21%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0004604762-MTAA
SAFRAN,2SAF,MTAH,"EUR 213,00","-2,92%",23 Apr 2025,https://live.euronext.com/pt/product/equities/FR0000073272-MTAH
SAFRAN,4SAF,ETLX,"EUR 323,80","0,97%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000073272-ETLX
SAFRAN,SAF,XPAR,"EUR 320,70","0,60%",17:39 CET,https://live.euronext.com/pt/product/equities/FR0000073272-XPAR
SAGA PURE,SAGA,XOSL,"NOK 1,49",-,16:25 CET,https://live.euronext.com/pt/product/equities/NO0010572589-XOSL
Sagax AB,1SAGA,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0005127818-BGEM
SAGAX REAL ESTATE,MLSAG,XMLI,"EUR 1,1385",-,14 Jun 2022,https://live.euronext.com/pt/product/equities/ES0105651006-XMLI
SAINT GOBAIN,2SGO,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000125007-MTAH
SAINT GOBAIN,SGO,"XPAR, XAMS, XBRU","EUR 83,94","-1,22%",17:39 CET,https://live.euronext.com/pt/product/equities/FR0000125007-XPAR
SAINT GOBAIN NV26,SGONV,XPAR,-,-,-,https://live.euronext.com/pt/product/equities/FR0014013KX8-XPAR
SAINT JEAN GROUPE,SABE,XPAR,"EUR 20,20","-4,72%",16:30 CET,https://live.euronext.com/pt/product/equities/FR0000060121-XPAR
SAINT-GOBAIN,4SGO,ETLX,"EUR 84,80","0,36%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000125007-ETLX
SAIPEM,2SPM,MTAH,"EUR 2,729","-0,18%",18:59 CET,https://live.euronext.com/pt/product/equities/IT0005495657-MTAH
SAIPEM,SPM,MTAA,"EUR 2,734","0,63%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005495657-MTAA
SAJA REAL ESTATE,MLSJA,XMLI,-,-,-,https://live.euronext.com/pt/product/equities/ES0105910006-XMLI
SALESFORCE,1CRM,BGEM,"EUR 197,62","-2,55%",17:28 CET,https://live.euronext.com/pt/product/equities/US79466L3024-BGEM
SALESFORCE,2CRM,MTAH,"EUR 201,40","-0,69%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US79466L3024-MTAH
SALESFORCE,4CRM,ETLX,"EUR 207,70","-2,69%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US79466L3024-ETLX
SALMAR,SALM,XOSL,"NOK 571,00","-1,47%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010310956-XOSL
SALMON EVOLUTION,SALME,XOSL,"NOK 5,02","0,90%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010892094-XOSL
SALV FERRAGAMO,2SFER,MTAH,"EUR 7,63",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0004712375-MTAH
SALV FERRAGAMO,SFER,MTAA,"EUR 7,265","-4,78%",17:36 CET,https://live.euronext.com/pt/product/equities/IT0004712375-MTAA
REPSOL,1REP,BGEM,"EUR 15,89","0,79%",16:29 CET,https://live.euronext.com/pt/product/equities/ES0173516115-BGEM
REPSOL,4REP,ETLX,"EUR 16,945","3,23%",05 Jan 2026,https://live.euronext.com/pt/product/equities/ES0173516115-ETLX
SAMBA DIGITAL,ALSMB,ALXL,"EUR 14,50",-,05 Jan 2026,https://live.euronext.com/pt/product/equities/PTDGL0AM0003-ALXL
Samhallsby,1SBBB,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0009554454-BGEM
SIEMENS ENERGY,4ENR,ETLX,"EUR 129,05","1,94%",15 Jan 2026,https://live.euronext.com/pt/product/equities/DE000ENER6Y0-ETLX
The Campbell's C,1CPB,BGEM,"EUR 22,57","-0,57%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US1344291091-BGEM
THE CLOROX COMPANY,4CLX,ETLX,"EUR 87,50","2,34%",05 Jan 2026,https://live.euronext.com/pt/product/equities/US1890541097-ETLX
THE CLOROX COMPANY,1CLX,BGEM,"EUR 94,50","-1,05%",15:43 CET,https://live.euronext.com/pt/product/equities/US1890541097-BGEM
VANTAGE DRILLING I,VDI,MERK,"NOK 166,00","3,11%",14 Jan 2026,https://live.euronext.com/pt/product/equities/BMG9551V1081-MERK
WEYERHAEUSER,1WY,BGEM,"EUR 18,84",-,03 Dec 2025,https://live.euronext.com/pt/product/equities/US9621661043-BGEM
WEYERHAEUSER,4WY,ETLX,"EUR 21,50","-3,11%",08 Jul 2025,https://live.euronext.com/pt/product/equities/US9621661043-ETLX
WEYERHAEUSER,2WY,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/US9621661043-MTAH
WEYVELD NOSSEGEM,,VPXB,"EUR 5 170,00","10,00%",20 Dec 2022,https://live.euronext.com/pt/product/equities/BE0107958945-VPXB
WFD UNIBAIL-RODAMC,4URW,ETLX,"EUR 93,90","0,66%",06 Jan 2026,https://live.euronext.com/pt/product/equities/FR0013326246-ETLX
WFINCANTIERI 24-26,WFCT26,MTAA,"EUR 2,2495","2,53%",17:28 CET,https://live.euronext.com/pt/product/equities/IT0005599862-MTAA
WHAT''S COOKING GP,WHATS,XBRU,"EUR 122,50","3,38%",17:11 CET,https://live.euronext.com/pt/product/equities/BE0003573814-XBRU
WHITESTONE GROUP,ROCK,ALXB,"EUR 16,80","3,70%",16:30 CET,https://live.euronext.com/pt/product/equities/BE0974401334-ALXB
Wienerberger AG,1WIE,BGEM,"EUR 30,18","2,65%",15 Jan 2026,https://live.euronext.com/pt/product/equities/AT0000831706-BGEM
Wihlborgs Fast,1WIHL,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0018012635-BGEM
WIIT,WIIT,MTAA,"EUR 23,35","4,71%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005440893-MTAA
WILH. WILHELMSEN A,WWI,XOSL,"NOK 656,00","1,24%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010571698-XOSL
WILH. WILHELMSEN B,WWIB,XOSL,"NOK 595,00","1,19%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010576010-XOSL
Williams Cos,1WMB,BGEM,"EUR 51,55","0,86%",07 Jan 2026,https://live.euronext.com/pt/product/equities/US9694571004-BGEM
WILLIAMS-SONOMA IN,1WSM,BGEM,"EUR 180,80","10,24%",13 Jan 2026,https://live.euronext.com/pt/product/equities/US9699041011-BGEM
Willis Towers W,1WTW,BGEM,"EUR 288,00","2,13%",05 Jan 2026,https://live.euronext.com/pt/product/equities/IE00BDB6Q211-BGEM
WILLSCOT HOLDINGS,1WSC,BGEM,"EUR 16,60","3,11%",22 Dec 2025,https://live.euronext.com/pt/product/equities/US9713781048-BGEM
WINAMP GROUP,ALWIN,"ALXP, ALXB","EUR 0,208","2,46%",16:16 CET,https://live.euronext.com/pt/product/equities/BE0974334667-ALXP
WINFARM,ALWF,ALXP,"EUR 4,18","4,24%",17:08 CET,https://live.euronext.com/pt/product/equities/FR0014000P11-ALXP
WITBE,ALWIT,ALXP,"EUR 1,36","-2,16%",14:37 CET,https://live.euronext.com/pt/product/equities/FR0013143872-ALXP
WOLTERS KLUWER,2WKL,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/NL0000395903-MTAH
WOLTERS KLUWER,WKL,XAMS,"EUR 87,64","-0,41%",17:38 CET,https://live.euronext.com/pt/product/equities/NL0000395903-XAMS
WORKDAY,2WDAY,MTAH,"EUR 184,66","2,12%",26 Nov 2025,https://live.euronext.com/pt/product/equities/US98138H1014-MTAH
WORKDAY,1WDAY,BGEM,"EUR 167,70","-0,25%",13:44 CET,https://live.euronext.com/pt/product/equities/US98138H1014-BGEM
WORKDAY,4WDAY,ETLX,"EUR 197,20","-4,48%",01 Aug 2025,https://live.euronext.com/pt/product/equities/US98138H1014-ETLX
WORLDLINE,2WLN,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0011981968-MTAH
WORLDLINE,WLN,XPAR,"EUR 1,532","-2,42%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0011981968-XPAR
WPASQUARELLI 23-26,WPSQ26,EXGM,"EUR 0,0002",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005546301-EXGM
WW Grainger Inc,1GWW,BGEM,"EUR 878,20","0,57%",07 Jan 2026,https://live.euronext.com/pt/product/equities/US3848021040-BGEM
Wynn Resorts Ltd,1WYNN,BGEM,"EUR 101,68","2,88%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US9831341071-BGEM
X-FAB,XFAB,XPAR,"EUR 5,355","-1,11%",17:35 CET,https://live.euronext.com/pt/product/equities/BE0974310428-XPAR
Xcel Energy Inc,1XEL,BGEM,"EUR 64,62","0,06%",11 Dec 2025,https://live.euronext.com/pt/product/equities/US98389B1008-BGEM
XENIA,XHS,EXGM,"EUR 3,56","1,71%",17:23 CET,https://live.euronext.com/pt/product/equities/IT0005568487-EXGM
XILAM ANIMATION,ALXIL,ALXP,"EUR 3,87","3,48%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0004034072-ALXP
XIOR,XIOR,XBRU,"EUR 28,80","-0,35%",17:37 CET,https://live.euronext.com/pt/product/equities/BE0974288202-XBRU
XP INC - CLASS A,1XP,BGEM,"EUR 14,792","-1,14%",17:03 CET,https://live.euronext.com/pt/product/equities/KYG982391099-BGEM
XPLORA TECHNOLOGIE,XPLRA,MERK,"NOK 48,50","-0,61%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010895782-MERK
Xylem Inc/NY,1XYL,BGEM,"EUR 119,30","-0,83%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US98419M1009-BGEM
YAKKYO,YKY,EXGM,"EUR 1,00",-,20 Mar 2024,https://live.euronext.com/pt/product/equities/IT0005573966-EXGM
YARA INTERNATIONAL,YAR,XOSL,"NOK 418,30","-1,30%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0010208051-XOSL
YOLO GROUP,YOLO,EXGM,"EUR 0,90","-3,23%",17:12 CET,https://live.euronext.com/pt/product/equities/IT0005495871-EXGM
YOUNITED FIN. WARR,YOUNW,"XAMS, XPAR",-,-,-,https://live.euronext.com/pt/product/equities/LU2999660207-XAMS
YOUNITED FINANCIAL,YOUNI,"XAMS, XPAR","EUR 7,40",-,17:35 CET,https://live.euronext.com/pt/product/equities/LU2999653251-XAMS
Yum! Brands Inc,1YUM,BGEM,"EUR 132,95","0,95%",12 Jan 2026,https://live.euronext.com/pt/product/equities/US9884981013-BGEM
ZALANDO,2ZAL,MTAH,"EUR 22,30","-1,72%",19 Nov 2025,https://live.euronext.com/pt/product/equities/DE000ZAL1111-MTAH
ZALANDO,1ZAL,BGEM,"EUR 25,65","1,26%",17:03 CET,https://live.euronext.com/pt/product/equities/DE000ZAL1111-BGEM
ZALANDO,4ZAL,ETLX,"EUR 25,44",-,14:36 CET,https://live.euronext.com/pt/product/equities/DE000ZAL1111-ETLX
ZALARIS,ZAL,XOSL,"NOK 85,00","1,19%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010708910-XOSL
ZAPTEC,ZAP,XOSL,"NOK 23,75","-0,63%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0010713936-XOSL
ZCCM,MLZAM,XMLI,"EUR 2,86","1,42%",11:30 CET,https://live.euronext.com/pt/product/equities/ZM0000000037-XMLI
ZCI LIMITED,CV,XPAR,"EUR 0,20",-,04 Aug 2015,https://live.euronext.com/pt/product/equities/BMG9887P1068-XPAR
Zebra Technologies,1ZBRA,BGEM,"EUR 223,00","-1,63%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US9892071054-BGEM
ZELLUNA,ZLNA,XOSL,"NOK 15,25","11,31%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0013524942-XOSL
ZENITH ENERGY,ZENA,MERK,"NOK 0,449","2,05%",16:26 CET,https://live.euronext.com/pt/product/equities/CA98936C8584-MERK
ZENOBE GRAMME CERT,ZEN,XBRU,"EUR 222,00","1,84%",15 Jan 2026,https://live.euronext.com/pt/product/equities/BE0003809267-XBRU
ZEST,ZEST,MTAA,"EUR 0,137","-2,84%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005013013-MTAA
ZIGNAGO VETRO,ZV,MTAA,"EUR 8,00","-1,11%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0004171440-MTAA
ZILLOW GROUP A,1ZGU,BGEM,"EUR 57,70","0,66%",09 Jan 2026,https://live.euronext.com/pt/product/equities/US98954M1018-BGEM
ZILLOW GROUP C,1ZUS,BGEM,"EUR 57,62","1,89%",05 Jan 2026,https://live.euronext.com/pt/product/equities/US98954M2008-BGEM
Zimmer Biomet,1ZBH,BGEM,"EUR 78,46","-0,61%",05 Jan 2026,https://live.euronext.com/pt/product/equities/US98956P1021-BGEM
ZOETIS,4ZTS,ETLX,"EUR 126,50","0,16%",22 Oct 2025,https://live.euronext.com/pt/product/equities/US98978V1035-ETLX
ZOETIS,1ZTS,BGEM,"EUR 107,88","0,47%",17:35 CET,https://live.euronext.com/pt/product/equities/US98978V1035-BGEM
ZOETIS,2ZTS,MTAH,"EUR 107,76","-0,11%",18:00 CET,https://live.euronext.com/pt/product/equities/US98978V1035-MTAH
ZOOM COMMUNICATION,4ZM,ETLX,"EUR 72,81","-1,05%",19 Sep 2025,https://live.euronext.com/pt/product/equities/US98980L1017-ETLX
ZOOM COMMUNICATION,1ZM,BGEM,"EUR 70,03","-1,17%",15:27 CET,https://live.euronext.com/pt/product/equities/US98980L1017-BGEM
ZOOM COMMUNICATION,2ZM,MTAH,"EUR 70,17","0,17%",19 Nov 2025,https://live.euronext.com/pt/product/equities/US98980L1017-MTAH
ZOOMINFO TECHNOLOG,1ZI,BGEM,"EUR 8,60","-4,44%",21 Oct 2025,https://live.euronext.com/pt/product/equities/US98980F1049-BGEM
Zscaler Inc,1ZS,BGEM,"EUR 184,44","-1,18%",17:29 CET,https://live.euronext.com/pt/product/equities/US98980G1022-BGEM
